championName,summoner1Id,summoner2Id,kills,deaths,assists,totalMinionsKilled,item0,item1,item2,item3,item4,item5,item6,goldEarned,totalDamageDealtToChampions,physicalDamageDealtToChampions,magicDamageDealtToChampions,trueDamageDealtToChampions,totalDamageTaken,physicalDamageTaken,magicDamageTaken,trueDamageTaken,damageDealtToObjectives,damageSelfMitigated,totalHeal,totalHealsOnTeammates,firstBloodKill,doubleKills,tripleKills,quadrakills,pentakills,largestKillingSpree,turretsLost,turretTakedowns,teamId,win,gameEndedInEarlySurrender,gameEndedInSurrender,kda,killParticipation,goldPerMinute,damagePerMinute,teamDamagePercentage,damageTakenOnTeamPercentage,killsNearEnemyTurret,killsUnderOwnTurret,takedownsInEnemyFountain,killsOnRecentlyHealedByAramPack,firstTurretKilledTime
Viego,4,32,19,8,31,39,3111,3053,3143,6632,6333,8001,0,16563,35962,30016,4282,1662,38687,16410,13677,8599,2398,45965,17489,0,False,6,2,,,8,1,4,200,True,False,False,6.25,1.0869565217391304,868.2679712002508,3364.053975673561,0.23491813278069285,0.2879240739120285,4.0,2.0,0.0,2.0,220.42695459718948
Evelynn,4,14,8,8,25,20,3158,3152,1028,3102,3100,0,0,11016,19360,620,17501,1238,16065,2891,12361,812,700,14264,2093,0,False,1,0,,,3,1,2,200,True,False,False,4.125,0.8918918918918919,751.5774949340632,2011.7686501064363,0.21159725520408526,0.19831295848148012,3.0,3.0,0.0,0.0,349.96209137605416
Elise,4,3,7,14,25,35,3020,6653,3157,3102,4645,3100,0,15933,28357,848,26644,864,32218,9278,22122,818,532,13379,3155,0,False,0,0,,,2,4,1,200,False,False,False,2.2857142857142856,0.5245901639344263,620.6262732136846,2857.009312988595,0.19117327759736247,0.1628465863279373,0.0,1.0,0.0,1.0,374.7777577
Volibear,4,32,4,12,33,32,3047,6664,3075,3742,3109,1029,0,13836,19966,10668,7333,1964,37559,23322,10374,3861,792,57838,4492,536,False,0,0,,,2,1,2,200,True,False,False,3.0833333333333335,0.6379310344827587,602.6648941168369,2421.8748288047914,0.132340585243598,0.22127431568010308,0.0,1.0,1.0,0.0,702.1330508307053
Kennen,4,32,8,13,29,24,3020,3152,2420,4629,1058,3102,0,13004,33623,1470,30514,1638,26973,12937,11784,2250,1346,18293,610,0,True,0,0,,,2,3,2,200,True,False,False,2.8461538461538463,0.6491228070175439,666.2653737844992,3090.3518746654045,0.2297588503180929,0.18814025068374032,0.0,2.0,0.0,0.0,365.16854296076093
Ornn,4,3,5,14,33,74,3111,7004,3143,3121,3075,3110,0,16948,25875,7667,18208,0,55025,34791,18619,1614,505,108460,2618,0,False,1,0,,,2,4,1,100,False,False,False,2.7142857142857144,0.5277777777777778,626.988140928055,3798.1337909204663,0.1640661002448603,0.27985089119148315,0.0,1.0,0.0,0.0,549.4049087334292
TwistedFate,4,3,6,13,20,42,3006,6671,3094,3031,1038,1036,0,12398,14627,6777,7849,0,20026,6707,12888,429,1676,6696,731,0,False,0,0,,,2,1,3,200,True,False,False,2.0,0.48148148148148145,662.8267667339952,2669.8509747277785,0.12652675110203832,0.1386355606696343,1.0,3.0,0.0,0.0,
Renekton,4,32,9,13,10,31,3111,6630,1029,3071,6333,1029,0,11841,13690,11943,909,837,36676,28196,1484,6994,87,31901,6896,0,False,2,0,,,3,4,0,200,False,False,False,1.4615384615384615,0.3958333333333333,620.8566560088296,2295.1442113361645,0.1461015400445538,0.30212309644282115,2.0,1.0,0.0,0.0,
Renekton,4,32,19,14,21,65,3111,6630,3156,3071,6333,3065,0,19145,38352,32419,4414,1518,71209,25700,31569,13939,0,121615,25169,0,False,3,3,,,4,4,0,100,False,False,False,2.857142857142857,0.5555555555555556,804.7502118484206,3845.8574103999977,0.18474591346705224,0.33577495950886704,2.0,5.0,0.0,0.0,
Braum,4,3,0,10,40,7,3111,3121,3001,3050,3109,0,0,11759,12565,2105,9723,736,31626,12847,17288,1489,270,51954,3518,0,False,0,0,,,0,4,2,200,False,False,False,4.0,0.8333333333333334,575.0259564955512,1218.1676002022787,0.09236506893062109,0.20980874863508633,0.0,0.0,0.0,0.0,
Lux,4,3,3,5,20,40,3020,6655,3112,1052,3070,1026,0,7986,9445,642,8802,0,8531,4915,2629,986,609,4379,9,0,False,0,0,,,0,0,2,200,True,False,False,4.6,1.15,714.253876081679,3616.96279629786,0.1533922574032813,0.19565715069446424,0.0,0.0,0.0,0.0,312.7833646323569
Shyvana,4,6,1,7,19,39,3047,3068,3083,1028,1037,0,0,9276,10689,2044,8644,0,21022,9394,10922,705,817,22071,1456,0,False,0,0,,,0,0,0,200,True,False,False,2.857142857142857,0.6451612903225806,647.9666268904547,2040.3698958948657,0.1514693640923404,0.2735777877359954,0.0,0.0,0.0,0.0,287.1357147
Leona,4,32,4,13,29,12,3047,4401,3121,3068,3211,3067,0,13360,17582,3670,12557,1355,36941,11478,21081,4381,104,66219,1347,234,True,0,0,,,2,3,1,200,True,False,False,2.5384615384615383,0.673469387755102,581.8488867974996,1515.114509797323,0.11929821348444719,0.26634672244295504,1.0,0.0,0.0,0.0,
Rell,4,32,1,9,21,11,3047,6664,3143,3070,2051,0,0,8881,7057,664,5361,1030,19852,15193,2135,2524,363,32674,948,440,False,0,0,,,0,1,3,200,True,False,False,2.4444444444444446,0.6285714285714286,610.5879271836797,1075.2893912381173,0.10516172423849258,0.27012103134849674,1.0,0.0,0.0,0.0,249.66239449999998
Leblanc,4,3,14,15,21,29,3020,7013,2420,3089,3102,4645,0,15880,38549,1222,36741,585,29222,15019,13788,413,2882,14912,1554,0,False,1,0,,,2,4,3,100,True,False,False,2.3333333333333335,0.5645161290322581,659.6178519102172,2911.548913647549,0.23159013880324952,0.14053961558716221,0.0,4.0,0.0,1.0,
Lux,4,3,2,9,32,53,3020,3070,3089,6655,3108,3067,0,11459,21014,793,19708,512,17099,6900,10084,115,1998,8727,475,0,False,0,0,,,0,4,2,200,False,False,False,3.7777777777777777,0.918918918918919,619.028945542139,3177.7438306873373,0.19639127138547322,0.207389350218798,0.0,2.0,0.0,0.0,288.6482011
Morgana,4,32,4,8,9,20,3111,6656,3157,3070,3112,0,0,8676,10356,803,8392,1159,17191,4045,12609,536,351,9488,1608,0,False,0,0,,,2,4,0,100,False,False,False,1.625,0.40625,611.2566621660254,1758.5867527131866,0.18483698524180928,0.19837961231665566,0.0,3.0,0.0,0.0,
TwistedFate,4,3,2,15,27,37,3006,6671,3094,3153,1038,0,0,12621,11860,3509,8351,0,27399,8891,16341,2167,1757,9748,1491,0,False,0,0,,,0,4,2,200,False,False,False,1.9333333333333333,0.48333333333333334,606.7107292386452,1902.3877734418738,0.11309832082427439,0.18103789421795577,0.0,1.0,0.0,0.0,
Hecarim,6,14,6,10,27,26,3047,6664,2051,3121,3066,1031,0,9469,14826,10857,3111,858,25826,14523,9946,1355,0,28941,4469,0,False,1,0,,,2,4,0,200,False,False,False,3.3,0.717391304347826,732.8364303780132,3011.0641460398283,0.20682029956873876,0.2594374803977848,0.0,3.0,0.0,0.0,
Kassadin,4,32,14,14,24,23,3111,6656,3089,3040,3113,3108,0,14633,31957,1868,28892,1197,33770,23064,8565,2140,151,23347,4658,0,False,3,1,,,3,2,1,100,True,False,False,2.7142857142857144,0.7169811320754716,730.1853043391096,2842.829087452837,0.2318917789206551,0.2576372623695728,4.0,2.0,0.0,0.0,401.8607394
Aatrox,4,32,7,11,17,27,3047,6630,2051,6333,3155,1036,0,10877,15774,13677,976,1120,29279,11220,12754,5304,1054,21943,8089,0,False,1,0,,,2,1,2,200,True,False,True,2.1818181818181817,0.6857142857142857,655.4878274388221,2047.7523076511045,0.14541254542131724,0.33077676276936,3.0,2.0,1.0,0.0,691.4044966415654
Gnar,4,32,1,9,9,28,3111,6631,2051,3156,0,0,0,8506,10252,9351,206,695,18751,4309,14312,130,40,14048,491,0,False,0,0,,,0,2,0,100,False,False,True,1.1111111111111112,0.24390243902439024,545.2063897358549,1707.8922268144909,0.1945033832973383,0.23793447058665942,0.0,0.0,0.0,0.0,
Renekton,4,32,8,7,15,30,3111,6630,6333,2051,3155,1036,0,10673,16204,14391,843,970,25560,15304,8639,1617,1448,19249,6446,0,False,1,0,,,4,0,2,100,True,False,False,3.2857142857142856,0.6216216216216216,753.3482190317592,2525.2407418000407,0.19652485568000144,0.2863384583844605,5.0,2.0,0.0,0.0,257.9480787
Viego,4,32,8,11,9,7,3111,6333,3155,6632,3133,0,0,10815,18279,14260,3158,860,26179,13313,10318,2548,189,30355,4640,0,False,2,0,,,3,4,1,200,False,False,False,1.5454545454545454,0.37777777777777777,627.7483356507314,1631.7531472575968,0.1937950500302638,0.23681575124610918,2.0,0.0,0.0,0.0,
Syndra,4,3,8,11,17,74,3020,6655,4645,3040,3102,0,0,13699,32845,791,31681,372,24156,10553,13287,315,308,8190,2211,0,False,1,0,,,2,4,1,100,False,False,False,2.272727272727273,0.4807692307692308,682.6025300365854,4628.718255309524,0.28345378849683206,0.193188026225463,0.0,4.0,0.0,0.0,520.4419077010102
Sivir,4,3,4,9,33,63,3006,6671,3177,3508,1018,0,0,10308,18508,17964,543,0,16054,8838,6788,427,2308,6256,427,0,False,0,0,,,0,2,3,200,True,False,False,4.111111111111111,0.8409090909090909,707.6747027297594,4712.021487838965,0.21118879551051634,0.1724459762034926,3.0,0.0,0.0,0.0,
Senna,4,7,12,12,34,19,3111,6692,3094,3042,3072,3124,0,16167,35815,33346,2468,0,29691,12022,16949,719,1205,22012,10711,4493,True,1,0,,,4,4,1,200,False,False,False,3.8333333333333335,0.71875,681.4300265779841,2983.334884168281,0.21878457818920677,0.17060171144169622,1.0,2.0,0.0,0.0,266.0179905958508
Lulu,4,7,1,14,37,7,3158,6617,3108,3504,3011,6616,0,13469,5226,437,4788,0,26168,10602,12413,3153,561,16743,6304,4011,False,0,0,,,0,4,2,200,False,False,False,2.7142857142857144,0.5846153846153846,545.7559957445897,638.5802342084138,0.032669130341364865,0.13285298775479995,0.0,1.0,0.0,0.0,
TwistedFate,4,3,5,13,34,46,3006,7006,3031,1053,3094,1038,0,14791,21694,6469,15224,0,31128,4478,25724,925,2071,10996,755,0,False,0,0,,,2,2,2,100,True,False,False,3.0,0.6842105263157895,620.4210882987562,3259.7953247560035,0.11300671210859344,0.16825831731220353,0.0,0.0,0.0,0.0,
Leblanc,4,14,8,11,17,11,3020,3112,1058,6655,3102,1058,0,11063,15461,389,14571,500,18191,11182,6201,807,2022,8436,445,0,False,0,0,,,2,2,3,100,True,False,False,2.272727272727273,0.6578947368421053,734.2462462157911,1956.4386485463262,0.17915591574893258,0.1957834477686248,3.0,1.0,0.0,0.0,269.70931269514324
Renekton,4,32,8,10,24,40,3047,6630,6333,3071,0,0,0,11769,25792,21489,2295,2007,41428,21991,13559,5877,800,47546,13773,0,False,2,0,,,2,4,1,100,False,False,False,3.2,0.6530612244897959,698.0231238394538,3424.2161547335004,0.2176155399985258,0.29517529430952416,5.0,0.0,0.0,1.0,
Alistar,4,3,1,14,39,11,3111,3190,3121,3109,3050,3065,0,14860,16972,1941,14592,438,55708,11357,36753,7597,260,86352,12308,6772,False,0,0,,,0,4,4,100,False,False,False,2.857142857142857,0.6557377049180327,558.3063557506891,1290.781058312636,0.08104376189303521,0.2572415814545789,0.0,0.0,0.0,0.0,
Jayce,4,3,4,5,12,16,3158,3070,6692,3133,3134,0,0,8180,14133,12243,1624,265,7658,3186,2731,1739,1963,3692,264,0,False,0,0,,,0,0,2,200,True,False,False,3.2,0.8888888888888888,706.9536861738638,2047.3449721667246,0.28956585075583197,0.20134867535215514,2.0,0.0,0.0,0.0,319.9005442614949
Jayce,4,7,6,15,33,30,3111,3042,3142,3035,3133,6692,2052,13503,27842,21852,5306,683,26502,15504,10072,925,546,16932,1999,324,False,1,0,,,2,4,1,100,False,False,False,2.6,0.6,641.7465057478067,2905.4836623431484,0.20338408299808355,0.17815788219827072,0.0,2.0,0.0,0.0,
Gnar,4,32,8,12,26,46,3047,6630,3143,3071,6333,3066,0,15387,24160,22144,1105,910,38919,17008,15389,6521,2202,49541,5671,0,False,1,1,,,4,4,2,200,False,False,False,2.8333333333333335,0.5573770491803278,660.0632793920175,3396.07907854483,0.17293667886149805,0.21207456596670773,5.0,1.0,0.0,0.0,342.8324152722783
Lux,4,3,8,7,35,58,3020,6655,3040,3112,3089,0,0,13611,24186,1260,22620,304,13183,5894,7240,48,2601,10017,1571,0,False,0,0,,,3,2,4,100,True,False,True,6.142857142857143,1.1025641025641026,732.8121093256646,5343.462349328451,0.18251764600594556,0.11382959666513362,4.0,1.0,2.0,0.0,
Brand,4,3,9,9,24,61,3158,4637,3116,6653,3165,0,0,14058,48841,652,46687,1501,24749,9075,13450,2222,1628,10888,2111,0,True,1,0,,,2,2,2,100,True,False,False,3.6666666666666665,0.9705882352941176,646.2582115916158,4946.544769901427,0.3074339081718494,0.18486594020887478,2.0,3.0,0.0,0.0,433.35947402334506
Viego,4,32,10,6,5,28,3111,6333,2051,6632,0,0,0,8985,12087,9175,1639,1272,19377,9276,9358,742,374,13049,3297,0,False,2,1,,,3,4,0,200,False,False,False,2.5,0.7142857142857143,727.4181583083247,2482.7208140540283,0.26142620428045593,0.27108876966773365,1.0,0.0,0.0,0.0,
Ezreal,4,32,4,9,15,41,3111,3508,3042,6694,3067,3802,0,12182,27733,17247,9945,539,16578,5886,10248,444,1117,7201,898,0,False,1,0,,,2,4,1,200,False,False,False,2.111111111111111,0.5,577.778124286614,3354.3359317686663,0.21199244215964574,0.1701261318438489,0.0,3.0,0.0,0.0,444.80169714396715
Brand,4,7,11,11,26,75,3020,4637,3157,6653,3165,3145,0,15368,47160,795,42066,4298,28630,16904,9596,2129,1407,15956,2981,930,False,1,0,,,4,4,2,200,False,False,False,3.3636363636363638,0.6981132075471698,678.4855184925732,5331.59577478153,0.26738816554254297,0.1870689286845876,2.0,2.0,0.0,0.0,539.9119597
Viego,4,32,13,7,18,28,3111,6632,2051,6333,3211,3067,0,11066,14742,10464,3668,610,19605,12960,5852,792,828,15885,6083,0,True,3,1,,,4,0,2,200,True,False,False,4.428571428571429,1.24,938.1536806846326,2625.6154708726835,0.16013491847049263,0.25071572813545523,4.0,1.0,0.0,0.0,349.8767607588094
XinZhao,4,32,9,7,14,23,3047,6630,6333,0,2051,1033,0,10358,20006,17573,1403,1030,22508,14157,4647,3703,1518,16451,7051,0,False,2,0,,,3,0,4,100,True,False,False,3.2857142857142856,0.6764705882352942,821.7954704872074,2847.029141585508,0.23779316550818783,0.29319671061654207,0.0,2.0,0.0,0.0,422.8917848744249
Tryndamere,4,6,11,15,33,74,3009,6671,3105,3031,3072,6675,0,18471,33419,29291,2539,1589,50531,28771,20432,1326,1303,50251,11997,0,False,2,0,,,2,2,2,100,True,False,False,2.933333333333333,0.7096774193548387,700.2652592761997,4084.1497541988438,0.20369894276057848,0.2728800303323672,3.0,2.0,0.0,0.0,383.1419979487086
Yorick,4,32,3,6,15,28,3111,3078,4401,3070,0,0,0,9612,7341,4334,2597,410,16697,4866,11131,699,2223,13245,3289,0,False,0,0,,,0,0,2,100,True,False,False,3.0,0.5806451612903226,727.528647781925,2367.833145257351,0.12160977906803482,0.2279761999843889,1.0,1.0,0.0,0.0,375.3015340564796
Camille,4,32,15,11,17,48,3047,6632,1029,6333,3156,3748,0,15991,32235,21409,641,10184,35972,20493,8542,6936,1469,50019,8668,0,False,4,0,,,3,2,2,200,True,False,True,2.909090909090909,0.7804878048780488,771.2507070699287,3966.425075729579,0.24731017853254644,0.22433637460903752,1.0,2.0,0.0,0.0,
Leona,4,3,4,12,24,13,3111,3083,2051,3068,3070,3067,0,10705,13574,3486,9834,252,29924,14006,13122,2794,528,35354,1024,504,False,0,0,,,2,2,3,200,True,False,False,2.3333333333333335,0.6222222222222222,610.0450516310784,1725.8823606321737,0.11864701063076391,0.2580686494134908,1.0,1.0,0.0,0.0,356.83852179999997
Ornn,4,3,2,9,36,12,3047,7019,1029,3121,3109,3083,0,12461,14656,5875,8780,0,32905,20447,7840,4617,54,49792,1895,0,False,0,0,,,0,2,0,200,True,False,False,4.222222222222222,0.8085106382978723,579.4365837367226,1372.3499517618156,0.08222524595347207,0.2538732886072143,0.0,0.0,0.0,0.0,402.21022421640583
DrMundo,6,32,4,11,29,25,3111,6664,3143,3083,3066,1057,0,12463,22139,5595,15570,973,42988,22771,19429,788,77,45988,8842,436,False,0,0,,,0,2,1,200,True,False,False,3.0,0.6111111111111112,614.9413129632107,2222.8893315448686,0.15545673489801284,0.2685426503884278,2.0,0.0,0.0,0.0,283.77386709999996
TahmKench,4,3,11,18,31,58,3111,3143,3193,6662,4401,3091,0,23119,25890,3652,22237,0,82531,30201,46260,6069,485,193771,19067,573,False,0,0,,,3,4,1,200,False,False,False,2.3333333333333335,0.47191011235955055,614.2962178268207,3161.5135155643957,0.09775269096697828,0.2233362692234259,1.0,1.0,0.0,0.0,
Leblanc,4,14,8,7,19,15,3020,6655,3089,3102,0,0,0,11703,20524,834,17905,1784,14774,8795,5370,608,2210,8751,999,0,True,1,0,,,3,2,1,100,True,False,True,3.857142857142857,0.9642857142857143,679.6491471018984,1900.1816777744812,0.2199851196479158,0.1875864014457237,4.0,1.0,1.0,0.0,522.1668019364809
Karma,4,3,7,8,27,39,3020,6655,3102,3011,4645,1028,0,13765,21957,845,20224,888,15692,3824,11010,858,879,13308,1733,0,False,1,0,,,3,2,2,200,True,False,False,4.25,0.7083333333333334,691.097536766767,3169.291768912231,0.1667734259359294,0.1215072452292373,1.0,2.0,0.0,0.0,
Kaisa,4,3,17,10,22,78,3020,6655,3040,3089,4645,3135,0,19676,81030,5926,73318,1785,29666,13470,13853,2341,2010,17637,3833,0,False,3,0,,,4,4,3,100,True,False,False,3.9,0.7222222222222222,748.7773108043475,6300.346210005567,0.5011533312803749,0.13917785123436852,3.0,5.0,1.0,0.0,
Renekton,4,6,15,12,16,54,3047,6630,6333,3071,3044,1037,0,14152,26171,22675,3495,0,44013,26035,12084,5893,436,42715,10925,0,False,3,0,,,4,4,1,200,False,False,False,2.5833333333333335,0.5344827586206896,731.754165412717,3563.8874553236706,0.19569263657229805,0.29678295521879816,8.0,2.0,1.0,1.0,596.5509137
Sona,4,3,4,7,30,3,3111,6617,3114,3040,3504,1004,0,11120,11965,2151,9274,539,22859,5279,17154,425,1340,13942,20923,10473,False,0,0,,,2,2,4,200,True,False,False,4.857142857142857,0.918918918918919,623.596126674605,991.7989967702496,0.11291319088338964,0.2337277778891117,2.0,0.0,0.0,0.0,
Braum,4,3,1,9,31,8,3047,3190,3121,3076,3109,1011,0,10734,9705,665,9039,0,25846,12885,8859,4101,982,34074,1759,268,False,0,0,,,0,4,0,200,False,False,False,3.5555555555555554,0.7441860465116279,549.4550264082563,811.3012390686948,0.07510756570078043,0.22550561321948784,1.0,0.0,0.0,0.0,557.9630049062207
Lucian,4,3,13,9,11,41,3006,6671,3177,3508,3031,0,0,11799,27322,23151,3145,1025,14985,6657,7828,500,1480,6237,796,0,False,3,1,,,4,4,1,100,False,False,False,2.6666666666666665,0.5106382978723404,751.8899526053384,3909.7854135931157,0.33986879465604186,0.13698068217486567,0.0,7.0,0.0,0.0,
Kaisa,4,7,14,6,27,66,3020,7013,3157,3040,3112,3089,0,16098,44028,2936,41018,73,17822,4749,11427,1645,4367,9645,3189,481,False,2,0,,,4,2,3,100,True,False,False,6.833333333333333,1.3225806451612903,736.0105980426817,4419.872897597893,0.3696953135830003,0.12225960558733633,5.0,3.0,1.0,0.0,
LeeSin,4,32,6,14,17,32,3047,6630,6333,3053,3211,0,0,12338,15323,11890,2492,940,32358,17596,11255,3507,276,42050,2933,0,False,0,0,,,0,4,1,200,False,False,False,1.6428571428571428,0.39655172413793105,623.4182678018477,1821.0176213548796,0.16064676549427154,0.2505923623128005,1.0,1.0,0.0,0.0,
Sejuani,4,32,10,11,28,46,3047,3083,3121,3068,3075,3051,0,14268,30640,12520,15821,2298,39840,18202,20076,1561,0,57570,1457,0,False,1,0,,,4,4,0,200,False,False,False,3.4545454545454546,0.7169811320754716,650.719106558739,4019.2886890931704,0.21113979545775158,0.2500140981375738,1.0,6.0,0.0,0.0,
Evelynn,4,14,18,9,19,37,3158,3152,3157,3100,3102,3089,0,17871,40716,553,36441,3721,30678,16179,12297,2201,778,26060,6911,0,False,2,0,,,6,3,2,100,True,False,False,4.111111111111111,0.7708333333333334,695.051334441502,3067.9730213184475,0.23100387891042695,0.14831291506540445,7.0,1.0,0.0,0.0,447.8768136932893
Gragas,4,14,17,7,18,54,3158,6656,3102,3089,3112,3108,0,14422,27057,1638,23770,1649,24565,16074,7329,1162,1610,18504,7500,0,False,4,0,,,4,2,3,100,True,False,False,5.0,0.9210526315789473,793.5313298556439,4172.179863599389,0.24262812537667966,0.1799972369927304,5.0,2.0,0.0,0.0,
Yorick,4,32,3,12,34,62,3111,2051,6632,6333,3053,3077,0,13264,24688,17159,6574,955,36711,21336,10664,4710,3876,40669,9568,0,False,0,0,,,2,2,3,100,True,False,False,3.0833333333333335,0.6166666666666667,625.9770048235132,2940.026401090688,0.14365351507670948,0.20857245278850312,1.0,0.0,0.0,0.0,355.83534654711184
Gragas,4,3,5,6,13,31,3020,6656,4645,3100,0,0,0,10188,13184,537,12646,0,18392,10896,6976,519,308,12704,6611,0,False,0,0,,,2,4,0,100,False,False,False,3.0,0.5294117647058824,647.9824937702039,2427.40428385076,0.18044333247369304,0.2024534397823837,2.0,1.0,0.0,0.0,498.2494146645768
Lucian,4,3,11,15,20,95,3111,6671,3139,6676,3508,1038,0,17201,22505,18247,3992,265,31811,4939,25718,1152,2213,17914,1343,0,True,3,0,,,2,4,1,200,False,False,False,2.066666666666667,0.4246575342465753,669.5285704207471,4300.833746890002,0.15487667545446707,0.1722581213752456,0.0,5.0,0.0,0.0,
TahmKench,4,3,0,10,25,33,3111,3068,2051,3121,4401,1006,0,11945,15524,1979,13544,0,43589,18974,21295,3319,1670,82164,15601,922,False,0,0,,,0,2,4,200,True,False,False,2.5,0.5208333333333334,555.9260933219135,1838.3473833801004,0.0915251466783855,0.24974342031090582,0.0,0.0,0.0,0.0,
Lux,4,3,9,9,28,90,3158,6655,4645,3040,3102,1058,0,15936,27387,787,25496,1104,25730,14437,10925,367,4080,19671,4076,0,False,1,0,,,3,4,4,200,False,False,False,4.111111111111111,0.8604651162790697,678.745634354419,5479.393104490934,0.19838524849005837,0.15088155036822437,2.0,1.0,0.0,0.0,
Leblanc,4,14,6,9,15,25,3020,3102,1028,6655,4645,0,0,12333,20036,164,19214,657,19223,11867,7142,212,1547,12072,553,0,False,0,0,,,2,1,2,100,True,False,False,2.3333333333333335,0.5675675675675675,638.1204429267574,1923.7273207791584,0.18096297668259737,0.17907864101732066,3.0,0.0,0.0,0.0,477.3699750279125
Evelynn,4,14,13,11,14,6,3158,3152,3100,3089,3102,0,0,13848,32073,330,30025,1718,26308,9687,16030,590,0,18930,2758,0,False,1,0,,,2,2,0,100,True,False,False,2.4545454545454546,0.5,704.649930812061,2126.0688047463473,0.29833096899734113,0.18583154306951824,4.0,2.0,0.0,0.0,324.7717684
Kennen,4,6,8,12,27,32,3020,3152,4629,4645,3108,4632,0,13580,31314,914,30329,70,24577,10211,13836,528,317,16217,1004,0,False,1,0,,,3,4,0,200,False,False,True,2.9166666666666665,0.6481481481481481,649.9988395001922,2836.084840354033,0.21717365437034813,0.20504205640613585,0.0,5.0,0.0,0.0,401.5842252281089
Camille,4,3,2,11,21,15,3047,3053,1053,3078,1036,0,0,9406,13524,9278,399,3847,21614,15624,5602,388,809,21393,1004,0,False,0,0,,,0,4,1,100,False,False,False,2.090909090909091,0.4339622641509434,604.3549529174085,1409.5380758459912,0.14833135361821317,0.18398759440742832,1.0,0.0,0.0,0.0,253.42190576839738
Renekton,4,32,9,9,20,47,3047,6630,3071,6333,3044,1037,0,13740,26345,23299,1751,1295,38601,28534,3125,6941,1312,47555,11325,0,False,1,0,,,3,3,3,100,True,False,False,3.2222222222222223,0.6744186046511628,648.9990703321479,3478.1499596329554,0.18757094840114005,0.2885058289731319,3.0,1.0,0.0,0.0,542.3387874
Zac,4,3,4,14,27,35,3111,1026,3143,6662,3075,1011,0,12617,18085,1243,16635,206,46692,29849,12428,4414,112,65750,23361,1451,False,0,0,,,0,4,0,200,False,False,False,2.2142857142857144,0.4696969696969697,588.1620380853348,1985.9871579300925,0.11216749110384298,0.26115727520033294,0.0,0.0,0.0,0.0,289.49806129999996
Ornn,4,14,5,6,22,29,3111,7004,3070,4401,2051,1028,0,9651,10222,3031,6240,950,18325,4425,12541,1358,643,21136,806,0,False,0,0,,,2,0,1,200,True,False,True,4.5,1.173913043478261,671.6580417804404,1765.8557440855586,0.17594192033712244,0.2554783546655738,2.0,0.0,0.0,0.0,578.1703527341956
XinZhao,4,32,6,15,21,14,3111,6630,6333,3156,3133,1028,2052,12256,24874,21685,2116,1072,39001,14498,19320,5182,1083,36849,7432,0,False,0,0,,,0,4,2,100,False,False,False,1.8,0.4909090909090909,573.7629886530816,2079.0482824583337,0.17885797862625524,0.27153527429108276,1.0,1.0,0.0,0.0,
Jayce,4,14,13,7,23,28,3111,3142,6692,3042,3035,1036,0,12082,27405,23542,2917,945,14922,5412,7402,2107,3419,11874,1716,0,False,3,1,,,4,0,4,100,True,False,False,5.142857142857143,1.3333333333333333,742.8062178324507,2958.2850074398493,0.2569066272319962,0.18118834637472703,5.0,3.0,1.0,0.0,646.9503767
JarvanIV,4,32,7,14,34,15,3111,3071,3068,3121,3076,0,0,11243,16920,11499,3754,1666,33746,22206,10323,1216,139,45267,1767,0,False,1,0,,,2,4,1,100,False,False,False,2.9285714285714284,0.6119402985074627,633.3634991049769,1444.7495994206663,0.12762973380961562,0.2103422758702313,3.0,1.0,0.0,0.0,134.29302739856738
Gnar,4,32,4,12,24,25,3111,6631,3071,4401,2051,1028,0,12219,23292,20066,2147,1079,30840,12984,17310,546,604,32217,1943,0,False,0,0,,,2,4,1,100,False,False,False,2.3333333333333335,0.49122807017543857,631.3663618354836,2876.8187528486337,0.1703683809587755,0.23537368278015475,2.0,1.0,0.0,0.0,
Jayce,4,3,16,14,35,41,3047,3142,6692,3042,6695,3110,0,18783,51686,44099,7586,0,31516,16037,14181,1297,4701,33852,2317,0,False,2,1,,,3,4,3,200,True,False,False,,,,,,,,,,,
Braum,4,3,0,9,22,4,3111,3190,3070,3109,3024,0,0,7580,3387,1119,2267,0,18510,7482,6950,4077,180,19790,1567,490,False,0,0,,,0,4,1,100,False,False,False,,,,,,,,,,,
Senna,4,3,4,4,29,12,3111,6692,3042,1018,6677,1042,0,10630,11439,11439,0,0,13091,3526,9312,252,1870,8560,7912,3084,False,0,0,,,0,2,3,100,True,False,False,,,,,,,,,,,
Renekton,4,32,9,13,16,36,3009,6630,3065,3053,3066,1057,0,13522,19572,16134,1682,1755,60117,39307,19380,1429,382,57173,12193,0,False,2,0,,,2,4,1,200,False,False,False,,,,,,,,,,,
Blitzcrank,4,14,5,7,17,27,3111,3068,3121,4401,3066,0,0,12027,12612,3149,8121,1340,25109,11276,12368,1463,704,46385,2108,280,False,0,0,,,2,2,2,200,True,False,False,,,,,,,,,,,
Viego,4,32,26,13,15,35,3111,6632,6035,6333,3065,3053,0,18985,36695,30140,4626,1929,51752,22752,22118,6881,1188,53055,18744,0,True,5,3,,,5,4,1,200,True,False,True,,,,,,,,,,,
Ornn,4,3,7,12,18,33,3047,7004,4401,3121,3067,2051,0,11666,11253,3767,7485,0,29919,10124,13817,5977,50,29657,891,530,False,1,0,,,2,4,0,200,False,False,False,,,,,,,,,,,
Nautilus,4,3,1,11,32,17,3111,3068,4401,3066,3070,0,2052,11116,9754,2224,7530,0,27706,11533,14369,1803,732,48291,1880,388,False,0,0,,,0,4,4,200,True,False,False,,,,,,,,,,,
